"","kind",".pred_AI",".pred_class","detector","native","name","model","document_id","prompt"
"5686","AI",0.999992534619688,"AI","Sapling",NA,"Fake TOEFL - GPT4 - PE","GPT4",367,"Enhance like native"
"5687","Human",2.45297421064056e-13,"Human","GPTZero","Yes","Real College Essays","Human",904,NA
"5688","AI",0.000124398528075775,"Human","Sapling",NA,"US 8th grade essay - GPT simplify","GPT4",113,"Simplify like non-native"
"5689","AI",1.47474244722172e-05,"Human","GPTZero",NA,"Fake TOEFL - GPT4 - PE","GPT4",308,"Enhance like native"
"5690","AI",0.88425230979919,"AI","OriginalityAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",56,"Enhance like native"
"5691","Human",0.0023,"Human","OriginalityAI","Yes","US 8th grade essay","Human",887,NA
"5692","AI",0.999999217174187,"AI","Sapling",NA,"Fake CS224N - GPT3","GPT3",16,"Plain"
"5693","Human",0.999999474461132,"AI","Sapling","No","Real TOEFL","Human",264,NA
"5694","AI",1.61215202095777e-05,"Human","Sapling",NA,"Fake TOEFL - GPT4 - PE","GPT4",282,"Enhance like native"
"5695","AI",0.999999152116319,"AI","Sapling",NA,"Fake CS224N - GPT3","GPT3",637,"Plain"
"5696","Human",0.99999201970813,"AI","Sapling","No","Real TOEFL","Human",249,NA
"5697","Human",6.78895605399354e-07,"Human","Sapling","Yes","Real College Essays","Human",46,NA
"5698","AI",0.5,"Human","ZeroGPT",NA,"Fake TOEFL - GPT4 - PE","GPT4",914,"Enhance like native"
"5699","Human",3.56407373579348e-21,"Human","GPTZero","Yes","Real College Essays","Human",549,NA
"5700","AI",0,"Human","ZeroGPT",NA,"US 8th grade essay - GPT simplify","GPT4",109,"Simplify like non-native"
"5701","Human",0.999257743358612,"AI","Quil","No","Real TOEFL","Human",495,NA
"5702","AI",0.000318281003274024,"Human","Crossplag",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",474,"Elevate using literary"
"5703","AI",0.999818503856659,"AI","HFOpenAI",NA,"Fake College Essays - GPT3","GPT3",416,"Plain"
"5704","AI",1.47474244722172e-05,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",707,"Elevate using technical"
"5705","AI",0.0114152608439326,"Human","Crossplag",NA,"Fake TOEFL - GPT4 - PE","GPT4",321,"Enhance like native"
"5706","AI",0.9989,"AI","OriginalityAI",NA,"US 8th grade essay - GPT simplify","GPT4",251,"Simplify like non-native"
"5707","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",762,NA
"5708","Human",0.0678850649138757,"Human","GPTZero","No","Real TOEFL","Human",542,NA
"5709","AI",0.095112837851048,"Human","OriginalityAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",404,"Enhance like native"
"5710","AI",0.000179357375600375,"Human","HFOpenAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",488,"Enhance like native"
"5711","AI",0.00011051408364438,"Human","OriginalityAI",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",732,"Elevate using literary"
"5712","Human",8.70558244603359e-07,"Human","Sapling","Yes","Real College Essays","Human",281,NA
"5713","Human",0.000100059347200011,"Human","GPTZero","Yes","Real CS224N","Human",779,NA
"5714","Human",0.000182436691829935,"Human","HFOpenAI","Yes","Real CS224N","Human",864,NA
"5715","AI",0.000201284885406494,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",500,"Elevate using technical"
"5716","AI",0.000285565853118896,"Human","Quil",NA,"Fake CS224N - GPT3","GPT3",704,"Plain"
"5717","AI",0.000268065137788653,"Human","HFOpenAI",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",63,"Elevate using literary"
"5718","Human",0.787392199039459,"AI","Quil","Yes","US 8th grade essay","Human",190,NA
"5719","AI",0.00108314857465015,"Human","GPTZero",NA,"US 8th grade essay - GPT simplify","GPT4",95,"Simplify like non-native"
"5720","Human",0.000171306397533044,"Human","HFOpenAI","Yes","Real College Essays","Human",224,NA
"5721","Human",0.648928582668304,"AI","Crossplag","No","Real TOEFL","Human",216,NA
"5722","AI",0.0034073516726494,"Human","OriginalityAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",255,"Enhance like native"
"5723","Human",0.617642879486084,"AI","Quil","No","Real TOEFL","Human",307,NA
"5724","Human",0.273608535528183,"Human","HFOpenAI","Yes","Real CS224N","Human",766,NA
"5725","AI",0.00083556707249954,"Human","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",662,"Plain"
"5726","AI",0.0177140235900879,"Human","Crossplag",NA,"Fake CS224N - GPT3, PE","GPT4",624,"Elevate using technical"
"5727","AI",4.89001371395403e-07,"Human","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",707,"Elevate using technical"
"5728","Human",2.28452513518008e-36,"Human","GPTZero","Yes","Real College Essays","Human",424,NA
"5729","Human",0.0332641117274761,"Human","Crossplag","Yes","Real CS224N","Human",792,NA
"5730","AI",0.00789161864668131,"Human","Crossplag",NA,"Fake CS224N - GPT3","GPT3",627,"Plain"
"5731","Human",0.000261988927377388,"Human","HFOpenAI","Yes","US 8th grade essay","Human",101,NA
"5732","AI",0.444721400737762,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",667,"Elevate using technical"
"5733","AI",0.00348738383273695,"Human","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",559,"Elevate using technical"
"5734","AI",0.74886029958725,"AI","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",553,"Elevate using technical"
"5735","Human",3.09665415668603e-29,"Human","GPTZero","Yes","Real College Essays","Human",417,NA
"5736","Human",0.00031164751271717,"Human","OriginalityAI","Yes","Real CS224N","Human",753,NA
"5737","Human",1.47474244722172e-05,"Human","GPTZero","Yes","Real CS224N","Human",737,NA
"5738","AI",4.8423346015625e-05,"Human","OriginalityAI",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",383,"Elevate using literary"
"5739","Human",0.125,"Human","ZeroGPT","Yes","US 8th grade essay","Human",146,NA
"5740","Human",1.47474244722172e-05,"Human","GPTZero","Yes","Real CS224N","Human",858,NA
"5741","AI",0,"Human","ZeroGPT",NA,"Fake TOEFL - GPT4 - PE","GPT4",254,"Enhance like native"
"5742","AI",5.71816917371848e-07,"Human","Sapling",NA,"Fake TOEFL - GPT4 - PE","GPT4",279,"Enhance like native"
"5743","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",832,NA
"5744","AI",0.125,"Human","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",689,"Plain"
"5745","AI",0.991339147090912,"AI","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",921,"Elevate using technical"
"5746","Human",0.000188648700714111,"Human","Quil","Yes","Real College Essays","Human",219,NA
"5747","AI",0.855914294719696,"AI","Crossplag",NA,"US 8th grade essay - GPT simplify","GPT4",251,"Simplify like non-native"
"5748","AI",0.21002113819122,"Human","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",711,"Elevate using technical"
"5749","AI",0.845207989215851,"AI","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",687,"Plain"
"5750","AI",0.00696323635214469,"Human","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",698,"Elevate using technical"
"5751","AI",0.00019555065955501,"Human","HFOpenAI",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",6,"Elevate using literary"
"5752","AI",0.00147611810825765,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",560,"Elevate using technical"
"5753","Human",0,"Human","ZeroGPT","Yes","US 8th grade essay","Human",913,NA
"5754","Human",0.69307816028595,"AI","HFOpenAI","No","Real TOEFL","Human",377,NA
"5755","Human",0.25,"Human","ZeroGPT","No","Real TOEFL","Human",460,NA
"5756","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",791,NA
"5757","Human",5.31404790726775e-07,"Human","Sapling","No","Real TOEFL","Human",293,NA
"5758","AI",0.999809205532074,"AI","Quil",NA,"US 8th grade essay - GPT simplify","GPT4",250,"Simplify like non-native"
"5759","Human",0.000488391262479126,"Human","Crossplag","Yes","Real College Essays","Human",926,NA
"5760","Human",0.000192487583262846,"Human","HFOpenAI","Yes","Real College Essays","Human",902,NA
"5761","Human",0.000511164935130037,"Human","Sapling","No","Real TOEFL","Human",216,NA
"5762","AI",0.9999,"AI","OriginalityAI",NA,"US 8th grade essay - GPT simplify","GPT4",152,"Simplify like non-native"
"5763","AI",0.00426208972930908,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",437,"Elevate using technical"
"5764","AI",0.999682554591868,"AI","Sapling",NA,"Fake CS224N - GPT3","GPT3",580,"Plain"
"5765","AI",0.055249914526939,"Human","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",512,"Plain"
"5766","AI",1.62791180358113e-06,"Human","Sapling",NA,"Fake TOEFL - GPT4 - PE","GPT4",401,"Enhance like native"
"5767","AI",0.000175807916093618,"Human","HFOpenAI",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",1,"Elevate using literary"
"5768","Human",0.50907665491104,"AI","OriginalityAI","No","Real TOEFL","Human",377,NA
"5769","Human",1.47474244722172e-05,"Human","GPTZero","Yes","Real CS224N","Human",811,NA
"5770","AI",0.000477075576782227,"Human","Quil",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",383,"Elevate using literary"
"5771","AI",0.00013911741417505,"Human","Sapling",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",3,"Elevate using literary"
"5772","AI",0,"Human","ZeroGPT",NA,"Fake TOEFL - GPT4 - PE","GPT4",341,"Enhance like native"
"5773","AI",0.999997279944726,"AI","Sapling",NA,"US 8th grade essay - GPT simplify","GPT4",137,"Simplify like non-native"
"5774","Human",0.0069418260827661,"Human","OriginalityAI","Yes","Real CS224N","Human",808,NA
"5775","Human",0.000475287437438965,"Human","Quil","Yes","Real College Essays","Human",391,NA
"5776","AI",0.692451059818268,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",452,"Plain"
"5777","AI",0.000100059347200011,"Human","GPTZero",NA,"Fake TOEFL - GPT4 - PE","GPT4",401,"Enhance like native"
"5778","AI",0.931690475210512,"AI","GPTZero",NA,"Fake College Essays - GPT3","GPT3",730,"Plain"
"5779","Human",0.000179708003997803,"Human","Quil","Yes","Real College Essays","Human",904,NA
"5780","Human",0.00092340986884665,"Human","OriginalityAI","Yes","Real College Essays","Human",446,NA
"5781","Human",0.5,"Human","ZeroGPT","No","Real TOEFL","Human",377,NA
"5782","Human",0.0024336269125342,"Human","OriginalityAI","Yes","Real CS224N","Human",806,NA
"5783","Human",0.653521361552441,"AI","GPTZero","No","Real TOEFL","Human",280,NA
"5784","AI",1.47474244722172e-05,"Human","GPTZero",NA,"Fake CS224N - GPT3","GPT3",571,"Plain"
"5785","AI",0.998980820178986,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",628,"Plain"
"5786","AI",0.086660899221897,"Human","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",643,"Elevate using technical"
"5787","AI",0.343375325202942,"Human","Crossplag",NA,"Fake CS224N - GPT3","GPT3",452,"Plain"
"5788","AI",0.00185418338514864,"Human","Crossplag",NA,"Fake CS224N - GPT3","GPT3",638,"Plain"
"5789","Human",0.028576223179698,"Human","OriginalityAI","Yes","Real CS224N","Human",794,NA
"5790","Human",0,"Human","ZeroGPT","Yes","US 8th grade essay","Human",192,NA
"5791","AI",4.18872838262925e-08,"Human","GPTZero",NA,"US 8th grade essay - GPT simplify","GPT4",166,"Simplify like non-native"
"5792","AI",2.12284478183524e-06,"Human","GPTZero",NA,"Fake CS224N - GPT3","GPT3",409,"Plain"
"5793","Human",0.87508887052536,"AI","Quil","Yes","US 8th grade essay","Human",241,NA
"5794","Human",0.997450166513002,"AI","Sapling","No","Real TOEFL","Human",278,NA
"5795","AI",7.4246655334953e-07,"Human","Sapling",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",896,"Elevate using literary"
"5796","Human",0.000656476745721681,"Human","GPTZero","Yes","Real CS224N","Human",867,NA
"5797","Human",7.67025885106687e-06,"Human","Sapling","Yes","Real College Essays","Human",224,NA
"5798","AI",0.000181147581315599,"Human","Crossplag",NA,"Fake CS224N - GPT3, PE","GPT4",57,"Elevate using technical"
"5799","Human",9.197251810791e-30,"Human","GPTZero","Yes","Real College Essays","Human",281,NA
"5800","AI",0.000340875762049109,"Human","Crossplag",NA,"Fake TOEFL - GPT4 - PE","GPT4",316,"Enhance like native"
"5801","AI",0.125,"Human","ZeroGPT",NA,"Fake TOEFL - GPT4 - PE","GPT4",471,"Enhance like native"
"5802","AI",1.47474244722172e-05,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",698,"Elevate using technical"
"5803","AI",0.72394526004791,"AI","OriginalityAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",321,"Enhance like native"
"5804","AI",0.692455172538757,"AI","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",452,"Plain"
"5805","AI",0.999760568141937,"AI","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",697,"Elevate using technical"
"5806","AI",0.000197553294128738,"Human","HFOpenAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",291,"Enhance like native"
"5807","AI",0.887165174136601,"AI","GPTZero",NA,"Fake CS224N - GPT3","GPT3",566,"Plain"
"5808","AI",0.0161142256110907,"Human","HFOpenAI",NA,"US 8th grade essay - GPT simplify","GPT4",155,"Simplify like non-native"
"5809","AI",1.47474244722172e-05,"Human","GPTZero",NA,"Fake TOEFL - GPT4 - PE","GPT4",488,"Enhance like native"
"5810","AI",0.000181869792868383,"Human","Crossplag",NA,"Fake CS224N - GPT3, PE","GPT4",498,"Elevate using technical"
"5811","AI",0.000656476745721681,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",480,"Elevate using technical"
"5812","Human",0.000185878059710376,"Human","Crossplag","Yes","Real College Essays","Human",269,NA
"5813","AI",0.000170904546394013,"Human","HFOpenAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",355,"Enhance like native"
"5814","AI",0.905789017677307,"AI","Quil",NA,"Fake College Essays - GPT3","GPT3",65,"Plain"
"5815","Human",0.0001712102239253,"Human","Crossplag","Yes","Real CS224N","Human",869,NA
"5816","AI",0.000191567349247634,"Human","HFOpenAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",912,"Enhance like native"
"5817","Human",0.248871028513871,"Human","Sapling","Yes","US 8th grade essay","Human",886,NA
"5818","Human",0.999484777450562,"AI","HFOpenAI","No","Real TOEFL","Human",349,NA
"5819","AI",0.00294899940490723,"Human","Quil",NA,"Fake CS224N - GPT3","GPT3",40,"Plain"
"5820","AI",0.998599708080292,"AI","Crossplag",NA,"US 8th grade essay - GPT simplify","GPT4",90,"Simplify like non-native"
"5821","Human",0.99332278966904,"AI","OriginalityAI","No","Real TOEFL","Human",342,NA
"5822","Human",0.00013262825086713,"Human","OriginalityAI","Yes","Real CS224N","Human",863,NA
"5823","AI",5.97171063709823e-07,"Human","Sapling",NA,"Fake TOEFL - GPT4 - PE","GPT4",397,"Enhance like native"
"5824","AI",0.060379419475794,"Human","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",524,"Plain"
"5825","AI",0.000100059347200011,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",621,"Elevate using technical"
"5826","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",812,NA
"5827","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",582,"Elevate using technical"
"5828","AI",0.0164140462875366,"Human","Quil",NA,"Fake TOEFL - GPT4 - PE","GPT4",208,"Enhance like native"
"5829","AI",0.714545228475551,"AI","GPTZero",NA,"Fake CS224N - GPT3","GPT3",442,"Plain"
"5830","Human",0.000194198539247736,"Human","Crossplag","No","Real TOEFL","Human",333,NA
"5831","AI",0.9976,"AI","OriginalityAI",NA,"US 8th grade essay - GPT simplify","GPT4",360,"Simplify like non-native"
"5832","Human",0,"Human","ZeroGPT","Yes","Real College Essays","Human",466,NA
"5833","AI",0.99876701831818,"AI","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",569,"Plain"
"5834","Human",4.57125944376208e-15,"Human","GPTZero","Yes","Real CS224N","Human",751,NA
"5835","AI",0.936735968696225,"AI","GPTZero",NA,"Fake College Essays - GPT3","GPT3",891,"Plain"
"5836","AI",0.999814927577972,"AI","Quil",NA,"Fake TOEFL - GPT4 - PE","GPT4",254,"Enhance like native"
"5837","Human",2.54058580747789e-25,"Human","GPTZero","Yes","US 8th grade essay","Human",128,NA
"5838","AI",0.000927695597056299,"Human","Crossplag",NA,"Fake TOEFL - GPT4 - PE","GPT4",239,"Enhance like native"
"5839","Human",0.795514107565772,"AI","GPTZero","No","Real TOEFL","Human",293,NA
"5840","AI",0.000783801078796387,"Human","Quil",NA,"Fake TOEFL - GPT4 - PE","GPT4",248,"Enhance like native"
"5841","Human",0.000204026699066162,"Human","Quil","Yes","US 8th grade essay","Human",107,NA
"5842","Human",0.0186539720743895,"Human","HFOpenAI","No","Real TOEFL","Human",490,NA
"5843","Human",0.0125309880822897,"Human","Crossplag","No","Real TOEFL","Human",450,NA
"5844","Human",0.195953503251076,"Human","HFOpenAI","No","Real TOEFL","Human",259,NA
"5845","AI",0.875,"AI","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",494,"Plain"
"5846","Human",0.0256294533610344,"Human","Crossplag","Yes","US 8th grade essay","Human",413,NA
"5847","AI",0,"Human","ZeroGPT",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",68,"Elevate using literary"
"5848","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",737,NA
"5849","AI",0,"Human","ZeroGPT",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",1,"Elevate using literary"
"5850","AI",0.000168919563293457,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",463,"Elevate using technical"
"5851","AI",6.3052847365519e-07,"Human","Sapling",NA,"Fake TOEFL - GPT4 - PE","GPT4",603,"Enhance like native"
"5852","Human",0,"Human","ZeroGPT","Yes","US 8th grade essay","Human",190,NA
"5853","AI",1,"AI","ZeroGPT",NA,"Fake CS224N - GPT3","GPT3",627,"Plain"
"5854","Human",0.0398486852645874,"Human","Quil","Yes","US 8th grade essay","Human",132,NA
"5855","AI",0.999961558514668,"AI","Sapling",NA,"Fake CS224N - GPT3","GPT3",585,"Plain"
"5856","Human",4e-04,"Human","OriginalityAI","Yes","US 8th grade essay","Human",98,NA
"5857","Human",0.000174378481460735,"Human","HFOpenAI","Yes","Real College Essays","Human",219,NA
"5858","AI",0.0607418864965439,"Human","Crossplag",NA,"Fake CS224N - GPT3","GPT3",575,"Plain"
"5859","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",503,"Elevate using technical"
"5860","AI",0.997663855552673,"AI","Crossplag",NA,"Fake CS224N - GPT3","GPT3",435,"Plain"
"5861","AI",0.898348033428192,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",684,"Plain"
"5862","Human",0.000172426152857952,"Human","Crossplag","Yes","US 8th grade essay","Human",125,NA
"5863","AI",0.999808609485626,"AI","Quil",NA,"US 8th grade essay - GPT simplify","GPT4",87,"Simplify like non-native"
"5864","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",772,NA
"5865","AI",0.999318957328796,"AI","HFOpenAI",NA,"US 8th grade essay - GPT simplify","GPT4",233,"Simplify like non-native"
"5866","AI",0.0193307995796204,"Human","Quil",NA,"Fake CS224N - GPT3, PE","GPT4",505,"Elevate using technical"
"5867","Human",9.05475498691466e-07,"Human","Sapling","Yes","US 8th grade essay","Human",98,NA
"5868","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",868,NA
"5869","AI",0.000316089281113818,"Human","Crossplag",NA,"Fake TOEFL - GPT4 - PE","GPT4",266,"Enhance like native"
"5870","AI",0.10947623103857,"Human","Crossplag",NA,"Fake CS224N - GPT3, PE","GPT4",608,"Elevate using technical"
"5871","AI",0.000168152980473347,"Human","GPTZero",NA,"Fake College Essays - GPT3 Prompt Engineered","GPT3",368,"Elevate using literary"
"5872","AI",0.000100059347200011,"Human","GPTZero",NA,"Fake CS224N - GPT3","GPT3",619,"Plain"
"5873","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",714,"Elevate using technical"
"5874","Human",0.683731436729431,"AI","Crossplag","No","Real TOEFL","Human",301,NA
"5875","AI",0.000504949246533215,"Human","HFOpenAI",NA,"US 8th grade essay - GPT simplify","GPT4",154,"Simplify like non-native"
"5876","AI",0.000100059347200011,"Human","GPTZero",NA,"Fake CS224N - GPT3","GPT3",19,"Plain"
"5877","Human",2.12284478183524e-06,"Human","GPTZero","Yes","Real CS224N","Human",828,NA
"5878","Human",0.00348948680836225,"Human","Sapling","Yes","Real College Essays","Human",49,NA
"5879","Human",0.000173452179296874,"Human","HFOpenAI","Yes","Real CS224N","Human",798,NA
"5880","AI",0.98969918489456,"AI","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",641,"Plain"
"5881","AI",0.00692862703139518,"Human","Sapling",NA,"Fake CS224N - GPT3","GPT3",461,"Plain"
"5882","AI",0.000100059347200011,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",613,"Elevate using technical"
"5883","Human",0.171265855431557,"Human","Crossplag","Yes","Real CS224N","Human",870,NA
"5884","Human",0.000204303447389975,"Human","Crossplag","Yes","Real College Essays","Human",473,NA
"5885","AI",0.000455389893721876,"Human","GPTZero",NA,"US 8th grade essay - GPT simplify","GPT4",131,"Simplify like non-native"
"5886","Human",0.625,"AI","ZeroGPT","No","Real TOEFL","Human",343,NA
"5887","Human",0.00884972863337574,"Human","Sapling","No","Real TOEFL","Human",374,NA
"5888","AI",0.999987900030967,"AI","Sapling",NA,"Fake CS224N - GPT3","GPT3",676,"Plain"
"5889","Human",0.000228470511501655,"Human","HFOpenAI","Yes","Real CS224N","Human",797,NA
"5890","AI",0.9901881814003,"AI","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",615,"Plain"
"5891","AI",0.000805785646662116,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",667,"Elevate using technical"
"5892","Human",0.000245085189817473,"Human","Crossplag","Yes","US 8th grade essay","Human",107,NA
"5893","AI",0.044411052018404,"Human","OriginalityAI",NA,"Fake CS224N - GPT3","GPT3",593,"Plain"
"5894","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",765,NA
"5895","Human",0.000170336454175413,"Human","Crossplag","Yes","Real College Essays","Human",347,NA
"5896","AI",0,"Human","ZeroGPT",NA,"Fake TOEFL - GPT4 - PE","GPT4",286,"Enhance like native"
"5897","AI",0,"Human","ZeroGPT",NA,"Fake TOEFL - GPT4 - PE","GPT4",244,"Enhance like native"
"5898","Human",0,"Human","ZeroGPT","Yes","Real College Essays","Human",292,NA
"5899","AI",0.000185191631317139,"Human","Quil",NA,"Fake TOEFL - GPT4 - PE","GPT4",894,"Enhance like native"
"5900","Human",0.0771022215485573,"Human","Crossplag","Yes","Real CS224N","Human",848,NA
"5901","AI",0.00365121848881245,"Human","Crossplag",NA,"Fake TOEFL - GPT4 - PE","GPT4",404,"Enhance like native"
"5902","AI",0.0238960385322571,"Human","Quil",NA,"Fake CS224N - GPT3","GPT3",630,"Plain"
"5903","AI",0.842504620552063,"AI","HFOpenAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",297,"Enhance like native"
"5904","AI",0.64448899030685,"AI","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",679,"Elevate using technical"
"5905","AI",0.999734103679657,"AI","Quil",NA,"US 8th grade essay - GPT simplify","GPT4",153,"Simplify like non-native"
"5906","AI",0.000874711025971919,"Human","HFOpenAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",380,"Enhance like native"
"5907","AI",0.999999601959712,"AI","Sapling",NA,"Fake CS224N - GPT3","GPT3",629,"Plain"
"5908","AI",0,"Human","ZeroGPT",NA,"Fake CS224N - GPT3, PE","GPT4",509,"Elevate using technical"
"5909","AI",0.931690475210512,"AI","GPTZero",NA,"Fake College Essays - GPT3","GPT3",72,"Plain"
"5910","AI",0.000100059347200011,"Human","GPTZero",NA,"Fake CS224N - GPT3, PE","GPT4",523,"Elevate using technical"
"5911","AI",0.303318440914154,"Human","Crossplag",NA,"Fake CS224N - GPT3, PE","GPT4",511,"Elevate using technical"
"5912","Human",1,"AI","ZeroGPT","No","Real TOEFL","Human",75,NA
"5913","Human",0.999690055847168,"AI","Quil","No","Real TOEFL","Human",320,NA
"5914","AI",0.00558295054361224,"Human","HFOpenAI",NA,"Fake CS224N - GPT3, PE","GPT4",518,"Elevate using technical"
"5915","Human",0.649927986166471,"AI","Sapling","Yes","US 8th grade essay","Human",145,NA
"5916","Human",0.00209200382232666,"Human","Quil","Yes","Real College Essays","Human",336,NA
"5917","AI",0.999876937358985,"AI","Sapling",NA,"Fake College Essays - GPT3","GPT3",532,"Plain"
"5918","Human",0.0355256795883179,"Human","HFOpenAI","No","Real TOEFL","Human",322,NA
"5919","AI",0.994157910346985,"AI","HFOpenAI",NA,"Fake College Essays - GPT3","GPT3",223,"Plain"
"5920","AI",0.00037461734609678,"Human","OriginalityAI",NA,"Fake CS224N - GPT3, PE","GPT4",553,"Elevate using technical"
"5921","AI",0.999813854694366,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",34,"Plain"
"5922","AI",0.9988,"AI","OriginalityAI",NA,"US 8th grade essay - GPT simplify","GPT4",226,"Simplify like non-native"
"5923","AI",0.574120819568634,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",385,"Plain"
"5924","AI",0.00031602568924427,"Human","OriginalityAI",NA,"Fake TOEFL - GPT4 - PE","GPT4",279,"Enhance like native"
"5925","AI",0.000278174877166748,"Human","Quil",NA,"Fake TOEFL - GPT4 - PE","GPT4",266,"Enhance like native"
"5926","Human",0.321025550365448,"Human","Crossplag","No","Real TOEFL","Human",418,NA
"5927","Human",0.12110766023397,"Human","OriginalityAI","No","Real TOEFL","Human",277,NA
"5928","Human",9.72233777144494e-15,"Human","GPTZero","Yes","US 8th grade essay","Human",916,NA
"5929","Human",0,"Human","ZeroGPT","Yes","Real CS224N","Human",874,NA
"5930","AI",0.999822914600372,"AI","Quil",NA,"Fake CS224N - GPT3","GPT3",8,"Plain"
"5931","AI",0.999820291996002,"AI","HFOpenAI",NA,"Fake CS224N - GPT3","GPT3",670,"Plain"
"5932","Human",0.000849521602503955,"Human","HFOpenAI","Yes","Real CS224N","Human",804,NA
"5933","AI",0.99927419424057,"AI","HFOpenAI",NA,"Fake College Essays - GPT3","GPT3",903,"Plain"
"5934","Human",0.000187575817108154,"Human","Quil","Yes","US 8th grade essay","Human",149,NA
"5935","Human",0.772802829742432,"AI","Quil","No","Real TOEFL","Human",374,NA
"5936","Human",9.63832815914858e-14,"Human","GPTZero","Yes","US 8th grade essay","Human",886,NA
"5937","Human",0.910342224660137,"AI","GPTZero","No","Real TOEFL","Human",356,NA
"5938","AI",0.0613788105547428,"Human","Crossplag",NA,"Fake CS224N - GPT3, PE","GPT4",513,"Elevate using technical"
"5939","AI",0.0103697180747986,"Human","Quil",NA,"US 8th grade essay - GPT simplify","GPT4",182,"Simplify like non-native"
"5940","AI",0.125,"Human","ZeroGPT",NA,"US 8th grade essay - GPT simplify","GPT4",92,"Simplify like non-native"
"5941","AI",0.000644361794884474,"Human","Sapling",NA,"Fake CS224N - GPT3, PE","GPT4",690,"Elevate using technical"
"5942","AI",5.58718286414184e-07,"Human","Sapling",NA,"Fake TOEFL - GPT4 - PE","GPT4",266,"Enhance like native"
